Urban Area Name,Country,lon,lat
Anqiu urban area,China,119.218978,36.478494
Shuozhou urban area,China,112.432825,39.331595
Xiaogan urban area,China,113.957037,30.917766
Chengyang urban area,China,120.39631,36.307064
Baoshan urban area,China,99.161761,25.112046
Xinghua urban area,China,119.852541,32.910459
Dali urban area,China,100.267638,25.606486
Chiang Mai urban area,Thailand,98.9817163,18.7060641
Xingyang urban area,China,113.383221,34.787375
Ku'erle urban area,China,86.174633,41.725891
Shuangcheng urban area,China,126.312745,45.383263
Yima urban area,China,111.87448,34.7474
Zhaodong urban area,China,125.961814,46.051126
Kurume urban area,Japan,130.5083735,33.3192865
Xinzhou urban area,China,112.734174,38.416663
Manado urban area,Indonesia,124.8420794,1.4748305
Pinghu urban area,China,121.015142,30.677233
Takamatsu urban area,Japan,134.046574,34.3427879
Jiyuan urban area,China,112.601919,35.067243
Hezhou urban area,China,111.566694,24.403582
Weitang urban area,China,120.649342,31.463476
Neijiang urban area,China,105.058433,29.580229
Baguio urban area,Philippines,120.5960071,16.4023332
Feixian urban area,China,117.977325,35.265961
Dujiangyan urban area,China,103.646912,30.988435
Linhe urban area,China,107.363919,40.751187
Chuzhou urban area,China,118.328322,32.253425
Banda Aceh urban area,Indonesia,95.3237559,5.5482904
Yueping urban area,China,121.4347858,29.2976344
Tancheng urban area,China,118.367215,34.613586
Longcheng urban area,China,120.413376,41.576749
Fengcheng urban area,China,115.771094,28.159142
Rugao urban area,China,120.574946,32.370557
Nakhon Ratchasima urban area,Thailand,102.083652,14.9738493
Aloríç Setar urban area,Malaysia,100.3678178,6.1248
Shahe urban area,China,114.503335,36.854922
Qui Nhon urban area,Vietnam,109.2196634,13.7829673
Huazhou urban area,China,110.639569,21.664044
Yongchuan urban area,China,105.927376,29.356117
Bencheng urban area,China,120.16366,33.347316
Suining urban area,China,105.592898,30.532847
Viangchan urban area,Lao PDR,102.6331035,17.9757058
Gaozhou urban area,China,110.853302,21.917982
Oita urban area,Japan,131.609272,33.2395578
Yuzhou urban area,China,113.488478,34.140701
Bago urban area,Myanmar,96.4663286,17.3220711
Wuchang urban area,China,114.316422,30.554363
Lingcheng urban area,China,116.576092,37.335794
Yanzhou urban area,China,116.783834,35.553144
Wuzhong urban area,China,106.198394,37.997461
Liupanshui urban area,China,104.830359,26.592666
Huanghua urban area,China,117.330048,38.371383
Niushan urban area,China,118.743257,34.521105
Potou urban area,China,110.455332,21.244721
Yuxi urban area,China,102.527197,24.347324
Fuzhou urban area,China,119.296494,26.074508
Shihezi urban area,China,86.080602,44.306097
Kuala Terengganu urban area,Malaysia,103.1370142,5.329624
Yunfu urban area,China,112.044491,22.915094
Changge urban area,China,113.819888,34.194136
Pohang urban area,Republic of Korea,129.3434808,36.0190178
Kaiyuan urban area,China,103.267143,23.714316
Long Xuyen urban area,Vietnam,105.4185406,10.3759416
Leizhou urban area,China,110.096586,20.914179
Shizilu urban area,China,109.184691,22.253586
Xianning urban area,China,114.322439,29.841438
Tianshui urban area,China,105.724947,34.580864
Zaoyang urban area,China,112.771959,32.128818
Xinle urban area,China,114.684014,38.343296
Huozhou urban area,China,111.755398,36.568931
Luoding urban area,China,111.570011,22.768595
Shanwei urban area,China,115.375159,22.786186
Liling urban area,China,113.496999,27.646096
Wendeng urban area,China,122.057941,37.193886
Sinuiju urban area,Democratic People's Republic of Korea,124.4489192,40.0823213
Lhasa urban area,China,91.17211,29.652491
Hejin urban area,China,110.712063,35.596383
Qidong urban area,China,121.655432,31.793278
Changyi urban area,China,119.398525,36.85882
Liyang urban area,China,119.484211,31.416911
Yingde urban area,China,113.401702,24.206986
Zhongxiang urban area,China,112.588121,31.16782
Linqu urban area,China,118.542982,36.512506
Fenghua urban area,China,121.406995,29.655143
Zhangye urban area,China,100.449818,38.925875
Meishan urban area,China,103.848538,30.07544
Changli urban area,China,119.162694,39.712813
Qufu urban area,China,116.986503,35.580996
Palu urban area,Indonesia,119.8779987,-0.9002915
Fujieda urban area,Japan,138.2574584,34.8673673
Hanchuan urban area,China,113.839149,30.661244
Wuhai urban area,China,106.794249,39.655389
Lanxi urban area,China,119.460526,29.208919
Yuanping urban area,China,112.711059,38.731402
Tianmen urban area,China,110.482084,29.046809
Hat Yai urban area,Thailand,100.4746879,7.0086472
Daojiang urban area,China,110.666615,23.883531
Tebingtinggi urban area,Indonesia,99.1566855,3.3262879
Xinyi urban area,China,110.947044,22.354385
General Santos urban area,Philippines,125.171618,6.1163861
Sandakan urban area,Malaysia,118.1171729,5.839444
Anguo urban area,China,115.326647,38.41844
Cagayan de Oro urban area,Philippines,124.6318977,8.4542363
Leling urban area,China,117.231935,37.729907
Yanshi urban area,China,112.789534,34.72722
Nagasaki urban area,Japan,129.877667,32.7502856
Haimen urban area,China,121.181615,31.871173
Jiehu urban area,China,118.45146,35.556017
Hetian urban area,China,79.922211,37.114157
Xingcheng urban area,China,120.72831,40.614762
Pengzhou urban area,China,103.958014,30.990108
Xiantao urban area,China,113.423482,30.360882
Ambon urban area,Indonesia,128.1907723,-3.6553932
Yucheng urban area,China,116.638327,36.933812
Dancheng urban area,China,115.177189,33.644743
Xiangcheng urban area,China,114.875333,33.465838
Linan urban area,China,119.724733,30.233873
Xingping urban area,China,108.490475,34.299221
Taiping urban area,Malaysia,100.7416339,4.851932
Chonan urban area,Republic of Korea,127.1138939,36.815129
Bukit Tinggi urban area,Indonesia,100.383479,-0.3039178
Ruijin urban area,China,116.027135,25.885555
Batu Pahat urban area,Malaysia,102.9352354,1.8469413
Jiangyan urban area,China,120.127934,32.509155
Nangong urban area,China,115.408748,37.359264
Chinju urban area,Republic of Korea,128.1076213,35.1799817
Hai'an urban area,China,120.467343,32.533573
Acheng urban area,China,126.958098,45.54867
Zhoushan urban area,China,122.207216,29.985295
Zhaoyuan urban area,China,120.434072,37.355469
Yancheng urban area,China,120.16366,33.347316
Haiyang urban area,China,121.158434,36.776378
Jintan urban area,China,119.597897,31.723248
Vung Tau urban area,Vietnam,107.136224,10.4113797
Monywa urban area,Myanmar,95.1536327,22.1215513
Xinmin urban area,China,122.828868,41.996508
Baiyin urban area,China,104.138586,36.545015
Liangshi urban area,China,111.300218,23.472162
Xiajin urban area,China,116.001726,36.948371
Xichang urban area,China,102.264449,27.894504
Dehui urban area,China,125.72862,44.521785
Cotabato urban area,Philippines,125.0388164,7.1083349
Xiazhen urban area,China,117.120878,34.810243
Zhongwei urban area,China,105.196902,37.499973
Tumxuk urban area,China,79.069332,39.864867
Lishui urban area,China,119.922796,28.46763
Ruzhou urban area,China,112.844517,34.16703
Gu'an urban area,China,116.298657,39.438214
Hancheng urban area,China,110.442847,35.476788
Bengkulu urban area,Indonesia,102.2607641,-3.7928451
Yishan urban area,China,117.002934,35.302489
Qianjiang urban area,China,112.900079,30.40211
Changning urban area,China,121.424624,31.220367
Baishan urban area,China,126.424251,41.940977
Miri urban area,Malaysia,113.9913832,4.399493
Kupang urban area,Indonesia,123.6070329,-10.1771997
Jiuquan urban area,China,98.494352,39.732819
Haila'er urban area,China,119.736279,49.212189
Xinmi urban area,China,113.390891,34.539443
Yangchun urban area,China,111.791539,22.170438
Huanggang urban area,China,114.8722,30.453667
Port Moresby urban area,Papua New Guinea,147.1506542,-9.4780123
Ube urban area,Japan,131.2467858,33.9515087
Emeishan urban area,China,103.334737,29.516007
Bandar Seri Begawan urban area,Brunei,114.939821,4.9030522
Qixia urban area,China,118.909246,32.096228
Hailun urban area,China,126.973143,47.461971
Shulan urban area,China,126.965607,44.406106
Cheju urban area,Republic of Korea,126.4983023,33.4890113
Jiangyou urban area,China,104.745823,31.778022
Tongchuan urban area,China,108.945233,34.896756
Laibin urban area,China,109.221466,23.750306
Koriyama urban area,Japan,140.3597421,37.400529
Guangyuan urban area,China,105.843357,32.435435
Xiangxiang urban area,China,112.535028,27.73412
Asahikawa urban area,Japan,142.364819,43.7706355
Penglai urban area,China,120.758848,37.810661
Lingbao urban area,China,110.89422,34.516828
Miluo urban area,China,113.06724,28.806394
Jiangjin urban area,China,106.259281,29.290069
Suizhou urban area,China,113.382458,31.690216
Zhicheng urban area,China,111.500775,30.297792
Hakodate urban area,Japan,140.7288103,41.7687933
Dazhou urban area,China,107.468023,31.209572
Pangkalpinang urban area,Indonesia,106.1169299,-2.1316266
Phan Thiet urban area,Vietnam,108.2614775,10.9804603
Qingyang urban area,China,107.643631,35.709077
Gaoping urban area,China,112.92392,35.797997
Lianyuan urban area,China,111.664316,27.692542
Yichuan urban area,China,110.168963,36.050178
Beining urban area,China,116.407395,39.904211
Xinyi urban area,China,110.947044,22.354385
Yingtan urban area,China,117.069202,28.260189
Panshi urban area,China,126.060427,42.946285
Qionghai urban area,China,110.474648,19.258342
Dagupan urban area,Philippines,120.3333124,16.0432998
Qionglai urban area,China,103.464156,30.410275
Suicheng urban area,China,116.844406,26.8302
Baicheng urban area,China,122.838826,45.619588
Wucheng urban area,China,119.571633,29.086221
Dengfeng urban area,China,113.050256,34.453506
Rushan urban area,China,121.539764,36.919816
Cenxi urban area,China,110.994913,22.91835
Dongfang urban area,China,108.651815,19.095351
Phan Rang urban area,Vietnam,108.9912066,11.5825677
Manzhouli urban area,China,117.37853,49.597841
Yizheng urban area,China,119.184766,32.272258
Jizhou urban area,China,115.579334,37.550821
Jiutai urban area,China,125.839574,44.151742
Linxia urban area,China,103.210539,35.601182
Nantou urban area,"Taiwan, China",120.6775054,23.9179637
Morioka urban area,Japan,141.1544838,39.702053
Yongji urban area,China,110.447549,34.86705
Hon Gai urban area,Vietnam,107.0448069,20.9711977
Thanh Hoa urban area,Vietnam,105.7851816,19.806692
Akita urban area,Japan,140.1023643,39.7186135
Jingmen urban area,China,112.199427,31.035396
Chaohu urban area,China,117.890355,31.624522
Sunchon urban area,Republic of Korea,127.4872135,34.950637
Khon-kaen urban area,Thailand,102.8236214,16.4321938
Hechuan urban area,China,106.27613,29.972084
Shangzhi urban area,China,128.009895,45.209586
Yongzhou urban area,China,111.613445,26.420394
Dipu urban area,China,119.686617,30.631838
Saga urban area,Japan,130.3008576,33.263482
Enping urban area,China,112.305145,22.183206
Wulanhaote urban area,China,122.093123,46.072732
Gejiu urban area,China,103.160034,23.359121
Anning urban area,China,102.478494,24.919493
Jiayuguan urban area,China,98.289152,39.77313
Lingyuan urban area,China,119.401574,41.245445
Changji urban area,China,87.304112,44.013183
Mianzhu urban area,China,104.22075,31.338077
Hongqiao urban area,China,121.405981,31.211101
Touliu urban area,"Taiwan, China",120.5409089,23.7077947
Sanchahe urban area,China,114.137862,22.541373
Jieshou urban area,China,115.374564,33.257013
Fukushima urban area,Japan,140.4747282,37.7608337
Yongzhou urban area,China,111.613445,26.420394
Wanning urban area,China,110.391073,18.795143
Qingtongxia urban area,China,106.078818,38.021302
Fu'an urban area,China,119.64777,27.088049
Lucena urban area,Philippines,121.6234471,13.9413957
Tawau urban area,Malaysia,117.8911861,4.244651
Aomori urban area,Japan,140.7473647,40.822072
Jiaohe urban area,China,89.066056,42.953244
Wuyuan urban area,China,117.861798,29.248086
Zhaotong urban area,China,103.717465,27.338257
Jurong urban area,China,119.168695,31.944999
Hachinohe urban area,Japan,141.4883986,40.5122839
Huangshan urban area,China,118.169798,30.113962
Yan'an urban area,China,109.489757,36.585445
Dili urban area,Timor-Leste,125.5603143,-8.5568557
Jinchang urban area,China,102.188043,38.520089
Lengshuijiang urban area,China,111.434984,27.686252
Anshun urban area,China,105.947594,26.253072
Thai Nguyen urban area,Vietnam,105.8252038,21.5671559
Karamay urban area,China,84.889207,45.579889
Dongtai urban area,China,120.320752,32.866933
Ankang urban area,China,109.029022,32.684715
Ji'an urban area,China,114.964696,27.087637
Xuancheng urban area,China,118.758588,30.94069
Zhaozhen urban area,China,104.439764,30.856856
Sanming urban area,China,117.638678,26.263407
Kluang urban area,Malaysia,103.3184639,2.030068
Wusu urban area,China,84.678549,44.435508
Fangchengang urban area,China,108.353847,21.68686
Hami urban area,China,93.515151,42.81842
Pingliang urban area,China,106.665131,35.543061
Huadian urban area,China,126.74631,42.972097
Nanma urban area,China,121.275156,37.186393
Yamagata urban area,Japan,140.3396017,38.2554388
Shangmei urban area,China,111.304291,27.742721
Bijie urban area,China,105.291644,27.283955
Nagaoka urban area,Japan,138.8512772,37.4462652
Wucheng urban area,China,119.571633,29.086221
Gaoyou urban area,China,119.459161,32.781659
Huaicheng urban area,China,112.190653,23.913817
Nanping urban area,China,118.177708,26.641769
Jiangshan urban area,China,118.626974,28.737223
Udon Thani urban area,Thailand,102.8158924,17.3646969
Yuanjiang urban area,China,112.355954,28.847045
Sibu urban area,Malaysia,111.830535,2.287284
Chongjin urban area,Democratic People's Republic of Korea,129.723402,41.7669671
Ziyang urban area,China,104.627636,30.128901
Xifeng urban area,China,124.727393,42.73803
Play Cu urban area,Vietnam,108.0150796,13.9718356
Houma urban area,China,111.372002,35.619105
Namp'o urban area,Democratic People's Republic of Korea,125.3246769,38.7522606
Jaya Pura urban area,Indonesia,140.6689995,-2.5916025
Jiande urban area,China,119.281164,29.474871
Sishui urban area,China,117.251195,35.664323
Tarakan urban area,Indonesia,117.5785049,3.3273599
Hikone urban area,Japan,136.2596226,35.274461
Macheng urban area,China,115.008163,31.17274
Sariwon urban area,Democratic People's Republic of Korea,125.7516069,38.5023428
Yitong urban area,China,125.305394,43.345754
Tiefa urban area,China,123.555153,42.458856
Changqing urban area,China,116.751937,36.553571
Xilinhaote urban area,China,116.086032,43.933411
Yongqing urban area,China,116.499028,39.321794
Dumai urban area,Indonesia,101.4001855,1.6666349
Cam Pha urban area,Vietnam,107.3139304,21.0694762
Tuy Hoa urban area,Vietnam,109.295048,13.1057062
Xidu urban area,China,112.3724728,26.9690227
Nehe urban area,China,124.884244,48.484099
Fengcheng urban area,China,115.771094,28.159142
Yosu  urban area,Republic of Korea,127.6622221,34.7603737
Chizhou urban area,China,117.491568,30.6648
Wuxue urban area,China,115.561217,29.844107
Hualien urban area,"Taiwan, China",121.6111949,23.9910732
Sorong urban area,Indonesia,131.255828,-0.8761629
Gao'an urban area,China,115.375616,28.417255
Zhangjiajie urban area,China,110.479191,29.117096
Kaili urban area,China,107.981212,26.566867
Shifang urban area,China,104.167501,31.12678
Ningde urban area,China,119.547933,26.665617
Tulufan urban area,China,89.189655,42.951384
Pathein urban area,Myanmar,94.7381013,16.7753609
Guixi urban area,China,117.245497,28.292519
Da Lat urban area,Vietnam,108.4583132,11.9404192
Yicheng urban area,China,112.257788,31.719806
Lingwu urban area,China,106.340054,38.102655
Cam Ranh urban area,Vietnam,109.1701666,11.893334
Funan urban area,China,115.595644,32.658297
Chibi urban area,China,113.900628,29.724692
Vinh Long urban area,Vietnam,105.958865,10.2448442
Gujiao urban area,China,112.175875,37.907109
Linxiang urban area,China,113.450423,29.476849
Ningguo urban area,China,118.982915,30.633571
Shishou urban area,China,112.425454,29.720938
Jin'e urban area,China,111.916683,23.996249
Xucheng urban area,China,113.852454,34.035771
Huangmei urban area,China,115.944219,30.070454
Laohekou urban area,China,111.683861,32.359068
Wenchang urban area,China,110.79776,19.543279
Iligan urban area,Philippines,124.2452422,8.2280209
Kure urban area,Japan,132.5654407,34.2486458
Tagum urban area,Philippines,125.8094242,7.448212
Pakokku urban area,Myanmar,95.0702794,21.3394161
Dunhua urban area,China,128.232013,43.372413
Longnan urban area,China,104.921841,33.400685
Lechang urban area,China,113.347519,25.130136
Marawi urban area,Philippines,124.297718,8.0106213
Xingyi urban area,China,104.895467,25.09204
Ningan urban area,China,129.482851,44.34072
Sasebo urban area,Japan,129.7151101,33.1799153
Niihama urban area,Japan,133.2833512,33.9602895
Bitung urban area,Indonesia,125.148879,1.4820335
Bole urban area,China,82.051005,44.85387
Iwaki urban area,Japan,140.8876817,37.0504195
Padangsidempuan urban area,Indonesia,99.2730146,1.3721801
Kushiro urban area,Japan,144.3813556,42.9848542
Douhuti urban area,China,107.984442,34.459803
Tokuyama urban area,Japan,131.8140153,34.065682
Kanggye urban area,Democratic People's Republic of Korea,126.5990916,40.9676726
Tarlac urban area,Philippines,120.5963492,15.4754786
Huoqiu urban area,China,116.277912,32.353038
Da'an urban area,China,124.292626,45.506996
Yidu urban area,China,111.450006,30.378327
Rach Gia urban area,Vietnam,105.0910974,10.021507
Gorontalo urban area,Indonesia,122.4467238,0.6999372
Surat Thani urban area,Thailand,99.3266976,9.1338851
Yichun urban area,China,114.416786,27.815743
Ruichang urban area,China,115.681337,29.675874
Thai Binh urban area,Vietnam,106.3365828,20.4463471
Zhijiang urban area,China,111.76053,30.42594
Soc Trang urban area,Vietnam,105.9599539,9.6003688
Caohe urban area,China,115.441958,30.250941
Myingyan urban area,Myanmar,95.38872,21.4662223
Dehong urban area,China,98.584895,24.433353
Hirosaki urban area,Japan,140.4639223,40.6031243
Rayong urban area,Thailand,101.1473517,12.707434
Kuitun urban area,China,84.903267,44.426529
Watampone urban area,Indonesia,120.324997,-4.538772
Yanling urban area,China,113.772655,26.489902
Toungoo urban area,Myanmar,96.4343621,18.9398354
Qingzhen urban area,China,106.470715,26.556079
Salatiga urban area,Indonesia,110.5001357,-7.3306417
Kunsan urban area,Republic of Korea,126.7366293,35.9676772
Matsue urban area,Japan,133.048375,35.4680595
Zhangshu urban area,China,115.546152,28.055853
Ubon Ratchathani urban area,Thailand,104.8472995,15.2448453
Lufeng urban area,China,115.65226,22.917576
Hailin urban area,China,129.380482,44.594213
Shangzhou urban area,China,109.941241,33.862703
My Tho urban area,Vietnam,106.3438891,10.3765284
Ca Mau urban area,Vietnam,105.1960795,9.1526728
Muling urban area,China,130.524437,44.918813
Renhuai urban area,China,106.400342,27.79165
Xuanwei urban area,China,104.104475,26.219767
Mengyin urban area,China,117.953621,35.719397
Bei'an urban area,China,126.481867,48.239136
Yingcheng urban area,China,113.572707,30.92837
Omuta urban area,Japan,130.4459852,33.0302622
Dangyang urban area,China,111.788312,30.821266
Shimonoseki urban area,Japan,130.941459,33.9578307
Ejin Horo urban area,China,109.74774,39.56466
Zixing urban area,China,113.236146,25.976243
Pyin-Oo-Lwin urban area,Myanmar,96.471658,22.0391773
Tomakomai urban area,Japan,141.6053721,42.6343021
Hongning urban area,China,119.209837,35.740067
Zhangjiang urban area,China,110.359336,21.270746
Tieli urban area,China,128.032422,46.98664
Songzi urban area,China,111.779894,30.176768
Mishan urban area,China,131.846636,45.529775
Longjiang urban area,China,113.073906,22.868396
Taonan urban area,China,122.786735,45.335961
Batangas urban area,Philippines,121.1312012,13.9450336
Kabankalan urban area,Philippines,122.8535755,9.9134117
Fengzhen urban area,China,113.109892,40.436983
Jishou urban area,China,109.698055,28.262507
Sibolga urban area,Indonesia,98.7851121,1.7368371
Jianyang urban area,China,118.120464,27.331876
Cabanatuan urban area,Philippines,120.973393,15.4865047
Guangan urban area,China,106.633088,30.456224
Xinshi urban area,China,113.256439,23.199183
Wonsan urban area,Democratic People's Republic of Korea,127.4460001,39.1538529
Pingyin urban area,China,116.456187,36.289265
Yuanzhou urban area,China,106.287782,36.00374
Beipiao urban area,China,120.77073,41.800684
Lampang urban area,Thailand,99.5127895,18.2855395
Nanchuan urban area,China,107.099266,29.157891
Ishinomaki urban area,Japan,141.3029167,38.4344802
Butuan urban area,Philippines,125.5406234,8.9475377
Obihiro urban area,Japan,143.1961031,42.9238989
Lijiang urban area,China,100.227751,26.855047
Wugang urban area,China,110.631884,26.726599
Gaosha urban area,China,117.910651,26.424987
Bontang urban area,Indonesia,117.4800445,0.120863
Ya'an urban area,China,103.013261,29.980537
Anlu urban area,China,113.688941,31.25561
Haeju urban area,Democratic People's Republic of Korea,125.7079231,38.0375021
Atushi urban area,China,76.1684,39.71616
Tanjungpinang urban area,Indonesia,104.4665072,0.9185504
Yonago urban area,Japan,133.3309447,35.4280717